#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
contig_6409_pilon_pilon_1	9.6472	8720	0.0000	99.7706	8700	59	39	0.6534	4	17.15
contig_1383_pilon_pilon_1	5.9847	5083	0.0000	84.5564	4298	25	21	0.6522	2	7.82
contig_3742_pilon_pilon_1	4.9034	13070	0.0000	98.9594	12934	27	22	0.6402	4	3.22
contig_1090_pilon_pilon_1	60.3013	79746	0.0000	100.0000	79746	633	640	0.6645	57	19.08
contig_5691_pilon_pilon_1	31.5902	9057	0.0000	100.0000	9057	69	67	0.6285	28	10.73
contig_5883_pilon_pilon_1	34.6845	51241	0.0000	100.0000	51241	200	208	0.6602	35	8.46
contig_4381_pilon_pilon_1	24.5487	14371	0.0000	100.0000	14371	53	57	0.6493	24	6.83
contig_2515_pilon_pilon_1	8.9771	7019	0.0000	99.7578	7002	30	28	0.7045	3	9.85
contig_520_pilon_pilon_1	22.7305	22921	0.0000	100.0000	22921	66	77	0.6466	24	5.29
contig_6531_pilon_pilon_1	46.1115	161405	0.0000	100.0000	161405	1171	1220	0.6349	44	16.15
contig_2594_pilon_pilon_1	1.7560	1586	0.0000	56.8726	902	1	4	0.6686	2	1.69
contig_5282_pilon_pilon_1	8.0823	13045	0.0000	100.0000	13045	44	41	0.6229	8	2.80
contig_6987_pilon_pilon_1	14.1257	9555	0.0000	100.0000	9555	37	40	0.6324	14	5.04
contig_883_pilon_pilon_1	46.6375	80111	0.0000	100.0000	80111	481	417	0.6558	45	10.82
contig_5968_pilon_pilon_1	27.8911	114006	0.0000	100.0000	114006	465	458	0.6519	28	8.57
contig_387_pilon_pilon_1	24.1320	40902	0.0000	100.0000	40902	119	98	0.6812	23	5.65
contig_6867_pilon_pilon_1	21.6372	22180	0.0000	100.0000	22180	122	108	0.6552	19	7.30
contig_3936_pilon_pilon_1	13.4747	8549	0.0000	100.0000	8549	35	35	0.6443	15	5.62
contig_1011_pilon_pilon_1	18.4693	21597	0.0000	100.0000	21597	92	78	0.6664	15	11.75
contig_1961_pilon_pilon_1	47.9225	92653	0.0000	100.0000	92653	657	595	0.6580	41	25.58
contig_3617_pilon_pilon_1	3.2162	6757	0.0000	99.9852	6756	19	6	0.6432	3	2.02
